Currency,Cash (Sell),Cash (Buy),Transfer (Sell),Transfer (Buy),Date,Currency_cleaned
SAUDI RIYAL,24.0874,23.9874,23.0674,24.0074,11/14/2021,SAUDI RIYAL
USD$,93.9900,93.7900,93.9400,93.8400,11/15/2021,USD$
EURO€,105.9883,105.3883,105.8183,105.5583,11/15/2021,EURO€
POUND£,122.3200,121.5200,122.0700,121.7700,11/15/2021,POUND£
SWISS₣,98.3002,97.8002,98.1502,97.9502,11/15/2021,SWISS₣
INDIAN Rs.,1.1169,1.1069,1.1139,1.1099,11/15/2021,INDIAN Rs.
PAKISTAN Rs.,0.5074,0.4994,0.5044,0.5024,11/15/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/15/2021,IRAN Toman
CNY¥,13.4366,13.0366,13.3366,13.1366,11/15/2021,CNY¥
UAE DIRHAM,24.7664,24.6664,24.7464,24.6864,11/15/2021,UAE DIRHAM
SAUDI RIYAL,24.4229,24.3229,24.4029,24.3429,11/15/2021,SAUDI RIYAL
USD$,92.9333,92.7333,92.8833,92.7833,11/16/2021,USD$
EURO€,104.4000,103.8000,104.2300,103.9700,11/16/2021,EURO€
POUND£,121.4283,120.6283,121.1783,120.8783,11/16/2021,POUND£
SWISS₣,98.4376,97.9376,98.2876,98.0876,11/16/2021,SWISS₣
INDIAN Rs.,1.1374,1.1274,1.1344,1.1304,11/16/2021,INDIAN Rs.
PAKISTAN Rs.,0.5068,0.4988,0.5038,0.5018,11/16/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/16/2021,IRAN Toman
CNY¥,13.2903,12.8903,13.1903,12.9903,11/16/2021,CNY¥
UAE DIRHAM,24.6809,24.5809,24.6609,24.6009,11/16/2021,UAE DIRHAM
SAUDI RIYAL,24.0604,23.9604,24.0404,23.9804,11/16/2021,SAUDI RIYAL
USD$,93.1250,92.9250,93.0750,92.9750,11/17/2021,USD$
EURO€,105.0250,104.4250,104.8550,104.5950,11/17/2021,EURO€
POUND£,120.5750,119.7750,120.3250,120.0250,11/17/2021,POUND£
SWISS₣,98.2000,97.7000,98.0500,97.8500,11/17/2021,SWISS₣
INDIAN Rs.,1.1075,1.0975,1.1045,1.1005,11/17/2021,INDIAN Rs.
PAKISTAN Rs.,0.5085,0.5005,0.5055,0.5035,11/17/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/17/2021,IRAN Toman
CNY¥,13.3250,12.9250,13.2250,13.0250,11/17/2021,CNY¥
UAE DIRHAM,24.6577,24.5577,24.6377,24.5777,11/17/2021,UAE DIRHAM
SAUDI RIYAL,24.1167,24.0167,24.0967,24.0367,11/17/2021,SAUDI RIYAL
USD$,93.5500,93.3500,93.5000,93.4000,11/18/2021,USD$
EURO€,105.7250,105.1250,105.5550,105.2950,11/18/2021,EURO€
POUND£,122.0250,121.2250,121.7750,121.4750,11/18/2021,POUND£
SWISS₣,97.8250,97.3250,97.6750,97.4750,11/18/2021,SWISS₣
INDIAN Rs.,1.1125,1.1025,1.1095,1.1055,11/18/2021,INDIAN Rs.
PAKISTAN Rs.,0.5165,0.5085,0.5135,0.5115,11/18/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/18/2021,IRAN Toman
CNY¥,13.3000,12.9000,13.2000,13.0000,11/18/2021,CNY¥
UAE DIRHAM,24.7526,24.6524,24.7326,24.6726,11/18/2021,UAE DIRHAM
SAUDI RIYAL,24.2389,24.1389,24.2189,24.1589,11/18/2021,SAUDI RIYAL
USD$,94.3375,94.1375,94.2875,94.1875,11/20/2021,USD$
EURO€,105.1917,104.5917,105.0217,104.7617,11/20/2021,EURO€
POUND£,122.9750,122.1750,122.7250,122.4250,11/20/2021,POUND£
SWISS₣,98.1625,97.6625,98.0125,97.8125,11/20/2021,SWISS₣
INDIAN Rs.,1.1123,1.1023,1.1093,1.1053,11/20/2021,INDIAN Rs.
PAKISTAN Rs.,0.5147,0.5067,0.5117,0.5097,11/20/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/20/2021,IRAN Toman
CNY¥,13.3500,12.9500,13.2500,13.0500,11/20/2021,CNY¥
UAE DIRHAM,24.8004,24.7004,24.7804,24.7204,11/20/2021,UAE DIRHAM
SAUDI RIYAL,24.4398,24.3398,24.4198,24.3598,11/20/2021,SAUDI RIYAL
USD$,94.2500,94.0500,94.2000,94.1000,11/21/2021,USD$
EURO€,105.4175,104.8175,105.2475,104.9875,11/21/2021,EURO€
POUND£,122.8063,122.0063,122.5563,122.2563,11/21/2021,POUND£
SWISS₣,97.5156,97.0156,97.3656,97.1656,11/21/2021,SWISS₣
INDIAN Rs.,1.1206,1.1106,1.1176,1.1136,11/21/2021,INDIAN Rs.
PAKISTAN Rs.,0.5112,0.5032,0.5082,0.5062,11/21/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/21/2021,IRAN Toman
CNY¥,13.2875,12.8875,13.1875,12.9875,11/21/2021,CNY¥
UAE DIRHAM,24.8876,24.7876,24.8676,24.8076,11/21/2021,UAE DIRHAM
SAUDI RIYAL,24.2475,24.1475,24.2275,24.1675,11/21/2021,SAUDI RIYAL
USD$,94.0500,93.8500,94.0000,93.9000,11/22/2021,USD$
EURO€,105.1250,104.5250,104.9550,104.6950,11/22/2021,EURO€
POUND£,123.1354,122.3354,122.8854,122.5854,11/22/2021,POUND£
SWISS₣,98.0719,97.5719,97.9219,97.7219,11/22/2021,SWISS₣
INDIAN Rs.,1.1202,1.1102,1.1172,1.1132,11/22/2021,INDIAN Rs.
PAKISTAN Rs.,0.5141,0.5061,0.5111,0.5091,11/22/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/22/2021,IRAN Toman
CNY¥,13.2292,12.8292,13.1292,12.9292,11/22/2021,CNY¥
UAE DIRHAM,24.8469,24.7469,24.8269,24.7669,11/22/2021,UAE DIRHAM
SAUDI RIYAL,24.4825,24.3825,24.4625,24.4025,11/22/2021,SAUDI RIYAL
USD$,94.5350,94.3350,94.4850,94.3850,11/23/2021,USD$
EURO€,105.5625,104.9625,105.3925,105.1325,11/23/2021,EURO€
POUND£,123.5285,122.7285,123.2785,122.9785,11/23/2021,POUND£
SWISS₣,98.6073,98.1073,98.4573,98.2573,11/23/2021,SWISS₣
INDIAN Rs.,1.1209,1.1109,1.1179,1.1139,11/23/2021,INDIAN Rs.
PAKISTAN Rs.,0.5172,0.5092,0.5142,0.5122,11/23/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/23/2021,IRAN Toman
CNY¥,13.2264,12.8264,13.1264,12.9264,11/23/2021,CNY¥
UAE DIRHAM,24.8867,24.7867,24.8667,24.8067,11/23/2021,UAE DIRHAM
SAUDI RIYAL,24.6775,24.5775,24.6575,24.5975,11/23/2021,SAUDI RIYAL
USD$,95.4875,95.2875,95.4375,95.3375,11/24/2021,USD$
EURO€,106.6863,106.0863,106.5163,106.2563,11/24/2021,EURO€
POUND£,123.5262,122.7262,123.2762,122.9762,11/24/2021,POUND£
SWISS₣,98.1768,97.6768,98.0268,97.8268,11/24/2021,SWISS₣
INDIAN Rs.,1.1302,1.1202,1.1272,1.1232,11/24/2021,INDIAN Rs.
PAKISTAN Rs.,0.5224,0.5144,0.5194,0.5174,11/24/2021,PAKISTAN Rs.
IRAN Toman,0.0032,0.0026,0.0031,0.0027,11/24/2021,IRAN Toman
CNY¥,13.2838,12.8838,13.1838,12.9838,11/24/2021,CNY¥
UAE DIRHAM,24.9217,24.8217,24.9017,24.8417,11/24/2021,UAE DIRHAM
SAUDI RIYAL,24.3569,24.2569,24.3369,24.2769,11/24/2021,SAUDI RIYAL
USD$,96.3125,96.1125,96.2625,96.1625,11/25/2021,USD$
EURO€,107.1680,106.5680,106.9980,106.7380,11/25/2021,EURO€
POUND£,125.6125,124.8125,125.3625,125.0625,11/25/2021,POUND£
SWISS₣,98.8954,98.3954,98.7454,98.5454,11/25/2021,SWISS₣
INDIAN Rs.,1.1563,1.1463,1.1533,1.1493,11/25/2021,INDIAN Rs.
PAKISTAN Rs.,0.5240,0.5160,0.5210,0.5190,11/25/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/25/2021,IRAN Toman
CNY¥,13.6118,13.2118,13.5118,13.3118,11/25/2021,CNY¥
UAE DIRHAM,25.4102,25.3102,25.3902,25.3302,11/25/2021,UAE DIRHAM
SAUDI RIYAL,25.0296,24.9296,25.0096,24.9496,11/25/2021,SAUDI RIYAL
USD$,96.3929,96.1929,96.3429,96.2429,11/27/2021,USD$
EURO€,107.3943,106.7943,107.2243,106.9643,11/27/2021,EURO€
POUND£,125.4375,124.6375,125.1875,124.8875,11/27/2021,POUND£
SWISS₣,99.8151,99.3151,99.6651,99.4651,11/27/2021,SWISS₣
INDIAN Rs.,1.1588,1.1488,1.1558,1.1518,11/27/2021,INDIAN Rs.
PAKISTAN Rs.,0.5251,0.5171,0.5221,0.5201,11/27/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/27/2021,IRAN Toman
CNY¥,13.9895,13.5895,13.8895,13.6895,11/27/2021,CNY¥
UAE DIRHAM,25.6586,25.5586,25.6386,25.5786,11/27/2021,UAE DIRHAM
SAUDI RIYAL,25.0966,24.9966,25.0766,25.0166,11/27/2021,SAUDI RIYAL
USD$,95.7250,95.5250,95.6750,95.5750,11/28/2021,USD$
EURO€,107.6643,107.0643,107.4943,107.2343,11/28/2021,EURO€
POUND£,124.9100,124.1100,124.6600,124.3600,11/28/2021,POUND£
SWISS₣,99.1250,98.6250,98.9750,98.7750,11/28/2021,SWISS₣
INDIAN Rs.,1.1514,1.1414,1.1484,1.1444,11/28/2021,INDIAN Rs.
PAKISTAN Rs.,0.5239,0.5159,0.5209,0.5189,11/28/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/28/2021,IRAN Toman
CNY¥,13.8600,13.4600,13.7600,13.5600,11/28/2021,CNY¥
UAE DIRHAM,25.4900,25.3900,25.4700,25.4100,11/28/2021,UAE DIRHAM
SAUDI RIYAL,25.1571,25.0571,25.1371,25.0771,11/28/2021,SAUDI RIYAL
USD$,96.1500,95.9500,96.1000,96.0000,11/29/2021,USD$
EURO€,107.5500,106.9500,107.3800,107.1200,11/29/2021,EURO€
POUND£,124.9750,124.1750,124.7250,124.4250,11/29/2021,POUND£
SWISS₣,101.1500,100.6500,101.0000,100.8000,11/29/2021,SWISS₣
INDIAN Rs.,1.1500,1.1400,1.1470,1.1430,11/29/2021,INDIAN Rs.
PAKISTAN Rs.,0.5248,0.5168,0.5218,0.5198,11/29/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/29/2021,IRAN Toman
CNY¥,13.8833,13.4833,13.7833,13.5833,11/29/2021,CNY¥
UAE DIRHAM,25.5500,25.4500,25.5300,25.4700,11/29/2021,UAE DIRHAM
SAUDI RIYAL,24.9700,24.8700,24.9500,24.8900,11/29/2021,SAUDI RIYAL
USD$,96.3100,96.1100,96.2600,96.1600,11/30/2021,USD$
EURO€,107.9583,107.3583,107.7883,107.5283,11/30/2021,EURO€
POUND£,125.2063,124.4063,124.9563,124.6563,11/30/2021,POUND£
SWISS₣,99.9500,99.4500,99.8000,99.6000,11/30/2021,SWISS₣
INDIAN Rs.,1.1440,1.1340,1.1410,1.1370,11/30/2021,INDIAN Rs.
PAKISTAN Rs.,0.5252,0.5172,0.5222,0.5202,11/30/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,11/30/2021,IRAN Toman
CNY¥,13.6347,13.2347,13.5347,13.3347,11/30/2021,CNY¥
UAE DIRHAM,25.6333,25.5333,25.6133,25.5533,11/30/2021,UAE DIRHAM
SAUDI RIYAL,25.1540,25.0540,25.1340,25.0740,11/30/2021,SAUDI RIYAL
USD$,96.0000,95.8000,95.9500,95.8500,12/01/2021,USD$
EURO€,107.4000,106.8000,107.2300,106.9700,12/01/2021,EURO€
POUND£,124.3641,123.5641,124.1141,123.8141,12/01/2021,POUND£
SWISS₣,99.4000,98.9000,99.2500,99.0500,12/01/2021,SWISS₣
INDIAN Rs.,1.1568,1.1468,1.1538,1.1498,12/01/2021,INDIAN Rs.
PAKISTAN Rs.,0.5242,0.5162,0.5212,0.5192,12/01/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/01/2021,IRAN Toman
CNY¥,13.5149,13.1149,13.4149,13.2149,12/01/2021,CNY¥
UAE DIRHAM,25.4722,25.3722,25.4522,25.3922,12/01/2021,UAE DIRHAM
SAUDI RIYAL,24.9808,24.8808,24.9608,24.9008,12/01/2021,SAUDI RIYAL
USD$,96.1833,95.9833,96.1333,96.0333,12/02/2021,USD$
EURO€,107.8167,107.2167,107.6467,107.3867,12/02/2021,EURO€
POUND£,124.5380,123.7380,124.2880,123.9880,12/02/2021,POUND£
SWISS₣,100.8000,100.3000,100.6500,100.4500,12/02/2021,SWISS₣
INDIAN Rs.,1.1567,1.1467,1.1537,1.1497,12/02/2021,INDIAN Rs.
PAKISTAN Rs.,0.5252,0.5172,0.5222,0.5202,12/02/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/02/2021,IRAN Toman
CNY¥,13.5600,13.1600,13.4600,13.2600,12/02/2021,CNY¥
UAE DIRHAM,25.6306,25.5306,25.6106,25.5506,12/02/2021,UAE DIRHAM
SAUDI RIYAL,25.0452,24.9452,25.0252,24.9652,12/02/2021,SAUDI RIYAL
USD$,96.3500,96.1500,96.3000,96.2000,12/04/2021,USD$
EURO€,107.7250,107.1250,107.5550,107.2950,12/04/2021,EURO€
POUND£,124.7875,123.9875,124.5375,124.2375,12/04/2021,POUND£
SWISS₣,99.8500,99.3500,99.7000,99.5000,12/04/2021,SWISS₣
INDIAN Rs.,1.1673,1.1573,1.1643,1.1603,12/04/2021,INDIAN Rs.
PAKISTAN Rs.,0.5263,0.5183,0.5233,0.5213,12/04/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/04/2021,IRAN Toman
CNY¥,13.9500,13.5500,13.8500,13.6500,12/04/2021,CNY¥
UAE DIRHAM,25.6650,25.5650,25.6450,25.5850,12/04/2021,UAE DIRHAM
SAUDI RIYAL,25.0050,24.9050,24.9850,24.9250,12/04/2021,SAUDI RIYAL
USD$,96.3333,96.1333,96.2833,96.1833,12/05/2021,USD$
EURO€,107.8583,107.2583,107.6883,107.4283,12/05/2021,EURO€
POUND£,124.7475,123.9475,124.4975,124.1975,12/05/2021,POUND£
SWISS₣,100.4333,99.9333,100.2833,100.0833,12/05/2021,SWISS₣
INDIAN Rs.,1.1704,1.1604,1.1674,1.1634,12/05/2021,INDIAN Rs.
PAKISTAN Rs.,0.5265,0.5185,0.5235,0.5215,12/05/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/05/2021,IRAN Toman
CNY¥,14.0400,13.6400,13.9400,13.7400,12/05/2021,CNY¥
UAE DIRHAM,25.6983,25.5983,25.6783,25.6183,12/05/2021,UAE DIRHAM
SAUDI RIYAL,25.0060,24.9060,24.9860,24.9260,12/05/2021,SAUDI RIYAL
USD$,96.5375,96.3375,96.4875,96.3875,12/06/2021,USD$
EURO€,108.2000,107.6000,108.0300,107.7700,12/06/2021,EURO€
POUND£,124.8325,124.0325,124.5825,124.2825,12/06/2021,POUND£
SWISS₣,100.9611,100.4611,100.8111,100.6111,12/06/2021,SWISS₣
INDIAN Rs.,1.1631,1.1531,1.1601,1.1561,12/06/2021,INDIAN Rs.
PAKISTAN Rs.,0.5277,0.5197,0.5247,0.5227,12/06/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/06/2021,IRAN Toman
CNY¥,13.7300,13.3300,13.6300,13.4300,12/06/2021,CNY¥
UAE DIRHAM,25.7647,25.6647,25.7447,25.6847,12/06/2021,UAE DIRHAM
SAUDI RIYAL,25.0612,24.9612,25.0412,24.9812,12/06/2021,SAUDI RIYAL
USD$,97.9750,97.7750,97.9250,97.8250,12/07/2021,USD$
EURO€,109.7300,109.1300,109.5600,109.3000,12/07/2021,EURO€
POUND£,126.6500,125.8500,126.4000,126.1000,12/07/2021,POUND£
SWISS₣,102.1250,101.6250,101.9750,101.7750,12/07/2021,SWISS₣
INDIAN Rs.,1.1667,1.1567,1.1637,1.1597,12/07/2021,INDIAN Rs.
PAKISTAN Rs.,0.5341,0.5261,0.5311,0.5291,12/07/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/07/2021,IRAN Toman
CNY¥,13.9625,13.5625,13.8625,13.6625,12/07/2021,CNY¥
UAE DIRHAM,25.8100,25.7100,25.7900,25.7300,12/07/2021,UAE DIRHAM
SAUDI RIYAL,25.3500,25.2500,25.3300,25.2700,12/07/2021,SAUDI RIYAL
USD$,103.3750,103.1750,103.3250,103.2250,12/08/2021,USD$
EURO€,115.4667,114.8667,115.2967,115.0367,12/08/2021,EURO€
POUND£,132.0250,131.2250,131.7750,131.4750,12/08/2021,POUND£
SWISS₣,106.8750,106.3750,106.7250,106.5250,12/08/2021,SWISS₣
INDIAN Rs.,1.1745,1.1645,1.1715,1.1675,12/08/2021,INDIAN Rs.
PAKISTAN Rs.,0.5601,0.5521,0.5571,0.5551,12/08/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/08/2021,IRAN Toman
CNY¥,15.0625,14.6625,14.9625,14.7625,12/08/2021,CNY¥
UAE DIRHAM,26.9917,26.8917,26.9717,26.9117,12/08/2021,UAE DIRHAM
SAUDI RIYAL,26.4400,26.3400,26.4200,26.3600,12/08/2021,SAUDI RIYAL
USD$,103.7000,103.5000,103.6500,103.5500,12/09/2021,USD$
EURO€,115.9500,115.3500,115.7800,115.5200,12/09/2021,EURO€
POUND£,132.7500,131.9500,132.5000,132.2000,12/09/2021,POUND£
SWISS₣,107.9000,107.4000,107.7500,107.5500,12/09/2021,SWISS₣
INDIAN Rs.,1.1575,1.1475,1.1545,1.1505,12/09/2021,INDIAN Rs.
PAKISTAN Rs.,0.5680,0.5600,0.5650,0.5630,12/09/2021,PAKISTAN Rs.
IRAN Toman,0.0039,0.0033,0.0038,0.0034,12/09/2021,IRAN Toman
CNY¥,14.2750,13.8750,14.1750,13.9750,12/09/2021,CNY¥
UAE DIRHAM,26.1500,26.0500,26.1300,26.0700,12/09/2021,UAE DIRHAM
SAUDI RIYAL,25.9500,25.8500,25.9300,25.8700,12/09/2021,SAUDI RIYAL
USD$,103.6600,103.4600,103.6100,103.5100,12/11/2021,USD$
EURO€,115.7250,115.1250,115.5550,115.2950,12/11/2021,EURO€
POUND£,132.9750,132.1750,132.7250,132.4250,12/11/2021,POUND£
SWISS₣,107.1333,106.6333,106.9833,106.7833,12/11/2021,SWISS₣
INDIAN Rs.,1.1675,1.1575,1.1645,1.1605,12/11/2021,INDIAN Rs.
PAKISTAN Rs.,0.5659,0.5579,0.5629,0.5609,12/11/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,12/11/2021,IRAN Toman
CNY¥,13.9333,13.5333,13.8333,13.6333,12/11/2021,CNY¥
UAE DIRHAM,27.8500,27.7500,27.8300,27.7700,12/11/2021,UAE DIRHAM
SAUDI RIYAL,27.2000,27.1000,27.1800,27.1200,12/11/2021,SAUDI RIYAL
USD$,106.1250,105.9250,106.0750,105.9750,12/12/2021,USD$
EURO€,117.4975,116.8975,117.3275,117.0675,12/12/2021,EURO€
POUND£,134.7938,133.9938,134.5438,134.2438,12/12/2021,POUND£
SWISS₣,105.7708,105.2708,105.6208,105.4208,12/12/2021,SWISS₣
INDIAN Rs.,1.1752,1.1652,1.1722,1.1682,12/12/2021,INDIAN Rs.
PAKISTAN Rs.,0.5711,0.5631,0.5681,0.5661,12/12/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,12/12/2021,IRAN Toman
CNY¥,14.0444,13.6444,13.9444,13.7444,12/12/2021,CNY¥
UAE DIRHAM,28.2100,28.1100,28.1900,28.1300,12/12/2021,UAE DIRHAM
SAUDI RIYAL,27.8000,27.7000,27.7800,27.7200,12/12/2021,SAUDI RIYAL
USD$,112.6000,112.4000,112.5500,112.4500,12/13/2021,USD$
EURO€,119.2000,118.6000,119.0300,118.7700,12/13/2021,EURO€
POUND£,135.7750,134.9750,135.5250,135.2250,12/13/2021,POUND£
SWISS₣,109.8750,109.3750,109.7250,109.5250,12/13/2021,SWISS₣
INDIAN Rs.,1.2236,1.2136,1.2206,1.2166,12/13/2021,INDIAN Rs.
PAKISTAN Rs.,0.6028,0.5948,0.5998,0.5978,12/13/2021,PAKISTAN Rs.
IRAN Toman,0.0038,0.0032,0.0037,0.0033,12/13/2021,IRAN Toman
CNY¥,14.5667,14.1667,14.4667,14.2667,12/13/2021,CNY¥
UAE DIRHAM,29.4833,29.3833,29.4633,29.4033,12/13/2021,UAE DIRHAM
SAUDI RIYAL,28.7000,28.6000,28.6800,28.6200,12/13/2021,SAUDI RIYAL
USD$,124.3500,124.1500,124.3000,124.2000,12/14/2021,USD$
EURO€,137.9867,137.3867,137.8167,137.5567,12/14/2021,EURO€
POUND£,150.0000,149.2000,149.7500,149.4500,12/14/2021,POUND£
SWISS₣,127.0500,126.5500,126.9000,126.7000,12/14/2021,SWISS₣
INDIAN Rs.,1.2698,1.2598,1.2668,1.2628,12/14/2021,INDIAN Rs.
PAKISTAN Rs.,0.6540,0.6460,0.6510,0.6490,12/14/2021,PAKISTAN Rs.
IRAN Toman,0.0042,0.0036,0.0041,0.0037,12/14/2021,IRAN Toman
CNY¥,17.2075,16.8075,17.1075,16.9075,12/14/2021,CNY¥
UAE DIRHAM,31.7167,31.6167,31.6967,31.6367,12/14/2021,UAE DIRHAM
SAUDI RIYAL,31.2800,31.1800,31.2600,31.2000,12/14/2021,SAUDI RIYAL
USD$,110.6667,110.4667,110.6167,110.5167,12/15/2021,USD$
EURO€,129.9000,129.3000,129.7300,129.4700,12/15/2021,EURO€
POUND£,133.7667,132.9667,133.5167,133.2167,12/15/2021,POUND£
SWISS₣,122.8333,122.3333,122.6833,122.4833,12/15/2021,SWISS₣
INDIAN Rs.,1.1861,1.1761,1.1831,1.1791,12/15/2021,INDIAN Rs.
PAKISTAN Rs.,0.6432,0.6352,0.6402,0.6382,12/15/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,12/15/2021,IRAN Toman
CNY¥,15.0269,14.6269,14.9269,14.7269,12/15/2021,CNY¥
UAE DIRHAM,29.4133,29.3133,29.3933,29.3333,12/15/2021,UAE DIRHAM
SAUDI RIYAL,28.7450,28.6450,28.7250,28.6650,12/15/2021,SAUDI RIYAL
USD$,102.3500,102.1500,102.3000,102.2000,12/16/2021,USD$
EURO€,112.2333,111.6333,112.0633,111.8033,12/16/2021,EURO€
POUND£,126.2500,125.4500,126.0000,125.7000,12/16/2021,POUND£
SWISS₣,102.3500,101.8500,102.2000,102.0000,12/16/2021,SWISS₣
INDIAN Rs.,1.1635,1.1535,1.1605,1.1565,12/16/2021,INDIAN Rs.
PAKISTAN Rs.,0.5448,0.5368,0.5418,0.5398,12/16/2021,PAKISTAN Rs.
IRAN Toman,0.0038,0.0032,0.0037,0.0033,12/16/2021,IRAN Toman
CNY¥,15.0317,14.6317,14.9317,14.7317,12/16/2021,CNY¥
UAE DIRHAM,27.5750,27.4750,27.5550,27.4950,12/16/2021,UAE DIRHAM
SAUDI RIYAL,27.2363,27.1363,27.2163,27.1563,12/16/2021,SAUDI RIYAL
USD$,98.6083,98.4083,98.5583,98.4583,12/18/2021,USD$
EURO€,109.2857,108.6857,109.1157,108.8557,12/18/2021,EURO€
POUND£,128.9667,128.1667,128.7167,128.4167,12/18/2021,POUND£
SWISS₣,100.4667,99.9667,100.3167,100.1167,12/18/2021,SWISS₣
INDIAN Rs.,1.2233,1.2133,1.2203,1.2163,12/18/2021,INDIAN Rs.
PAKISTAN Rs.,0.5288,0.5208,0.5258,0.5238,12/18/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,12/18/2021,IRAN Toman
CNY¥,15.2750,14.8750,15.1750,14.9750,12/18/2021,CNY¥
UAE DIRHAM,26.5393,26.4393,26.5193,26.4593,12/18/2021,UAE DIRHAM
SAUDI RIYAL,25.7307,25.6307,25.7107,25.6507,12/18/2021,SAUDI RIYAL
USD$,100.0455,99.8455,99.9955,99.8955,12/19/2021,USD$
EURO€,108.4192,107.8192,108.2492,107.9892,12/19/2021,EURO€
POUND£,127.6227,126.8227,127.3727,127.0727,12/19/2021,POUND£
SWISS₣,102.3125,101.8125,102.1625,101.9625,12/19/2021,SWISS₣
INDIAN Rs.,1.2286,1.2186,1.2256,1.2216,12/19/2021,INDIAN Rs.
PAKISTAN Rs.,0.5200,0.5120,0.5170,0.5150,12/19/2021,PAKISTAN Rs.
IRAN Toman,0.0038,0.0032,0.0037,0.0033,12/19/2021,IRAN Toman
CNY¥,15.1573,14.7573,15.0573,14.8573,12/19/2021,CNY¥
UAE DIRHAM,26.5615,26.4615,26.5415,26.4815,12/19/2021,UAE DIRHAM
SAUDI RIYAL,25.4708,25.3708,25.4508,25.3908,12/19/2021,SAUDI RIYAL
USD$,102.7250,102.5250,102.6750,102.5750,12/20/2021,USD$
EURO€,112.7929,112.1929,112.6229,112.3629,12/20/2021,EURO€
POUND£,129.5550,128.7550,129.3050,129.0050,12/20/2021,POUND£
SWISS₣,105.6786,105.1786,105.5286,105.3286,12/20/2021,SWISS₣
INDIAN Rs.,1.2337,1.2237,1.2307,1.2267,12/20/2021,INDIAN Rs.
PAKISTAN Rs.,0.5371,0.5291,0.5341,0.5321,12/20/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0032,0.0037,0.0033,12/20/2021,IRAN Toman
CNY¥,15.3071,14.9071,15.2071,15.0071,12/20/2021,CNY¥
UAE DIRHAM,26.8536,26.7536,26.8336,26.7736,12/20/2021,UAE DIRHAM
SAUDI RIYAL,26.0925,25.9925,26.0725,26.0125,12/20/2021,SAUDI RIYAL
USD$,103.8857,103.6857,103.8357,103.7357,12/21/2021,USD$
EURO€,113.2083,112.6083,113.0383,112.7783,12/21/2021,EURO€
POUND£,129.2500,128.4500,129.0000,128.7000,12/21/2021,POUND£
SWISS₣,106.2067,105.7067,106.0567,105.8567,12/21/2021,SWISS₣
INDIAN Rs.,1.2309,1.2209,1.2279,1.2239,12/21/2021,INDIAN Rs.
PAKISTAN Rs.,0.5420,0.5340,0.5390,0.5370,12/21/2021,PAKISTAN Rs.
IRAN Toman,0.0038,0.0032,0.0037,0.0033,12/21/2021,IRAN Toman
CNY¥,15.2318,14.8318,15.1318,14.9318,12/21/2021,CNY¥
UAE DIRHAM,27.1813,27.0813,27.1613,27.1013,12/21/2021,UAE DIRHAM
SAUDI RIYAL,26.1688,26.0688,26.1488,26.0888,12/21/2021,SAUDI RIYAL
USD$,103.3429,103.1429,103.2929,103.1929,12/22/2021,USD$
EURO€,112.8269,112.2269,112.6569,112.3969,12/22/2021,EURO€
POUND£,127.8750,127.0750,127.6250,127.3250,12/22/2021,POUND£
SWISS₣,105.0542,104.5542,104.9042,104.7042,12/22/2021,SWISS₣
INDIAN Rs.,1.2259,1.2159,1.2229,1.2189,12/22/2021,INDIAN Rs.
PAKISTAN Rs.,0.5405,0.5325,0.5375,0.5355,12/22/2021,PAKISTAN Rs.
